Time Stamp,Temperature(*C),Humidity(%),PM2.5(PPM),PM10(PPM),CO2(PPM),VOC(PPB)
Tue Sep 29 2020 13:19:49 GMT+0530 (India Standard Time),34,44,10,16,450,3
